Date,Region,Product,Channel,Units Sold,Sales
2024-02-17,West,Sports & Outdoors,Online,3,98.35
2024-02-17,West,Electronics,Online,1,225.67
2024-02-17,West,Home & Kitchen,Online,2,267.67
2024-02-17,West,Beauty,Online,3,50.88
2024-02-17,East,Beauty,Online,4,115.92
2024-02-17,East,Electronics,Online,5,1837.63
2024-02-17,South,Beauty,In-Store,3,66.44
2024-02-17,South,Home & Kitchen,In-Store,3,103.29
2024-02-17,South,Electronics,Online,1,395.95
2024-02-17,North,Beauty,Online,2,44.74
2024-02-17,North,Sports & Outdoors,In-Store,2,180.59
2024-02-17,North,Home & Kitchen,In-Store,2,272.18
2024-02-17,North,Apparel,Online,2,79.87
2024-02-17,North,Electronics,Online,5,847.43
2024-02-17,South,Sports & Outdoors,In-Store,1,96.73
2024-02-18,West,Beauty,In-Store,4,108.7
2024-02-18,West,Sports & Outdoors,In-Store,2,56.18
2024-02-18,West,Home & Kitchen,Online,2,124.76
2024-02-18,West,Electronics,In-Store,3,817.61
2024-02-18,East,Sports & Outdoors,In-Store,4,71.24
2024-02-18,East,Home & Kitchen,Online,4,172.88
2024-02-18,East,Apparel,Online,4,286.01
2024-02-18,East,Electronics,In-Store,1,129.34
2024-02-18,South,Home & Kitchen,In-Store,3,192.51
2024-02-18,South,Apparel,Online,1,150.12
2024-02-18,South,Electronics,In-Store,4,1576.01
2024-02-18,North,Sports & Outdoors,Online,3,269.27
2024-02-18,North,Home & Kitchen,Online,4,420.85
2024-02-18,North,Electronics,Online,7,1684.96
2024-02-19,West,Sports & Outdoors,Online,1,114.65
2024-02-19,West,Home & Kitchen,Online,2,318.22
2024-02-19,East,Sports & Outdoors,Online,3,183.15
2024-02-19,West,Beauty,Online,2,156.36
2024-02-19,East,Apparel,In-Store,3,114.77
2024-02-19,East,Electronics,In-Store,6,1526.68
2024-02-19,South,Sports & Outdoors,Online,1,126.9
2024-02-19,South,Apparel,Online,3,233.16
2024-02-19,North,Beauty,Online,1,107.68
2024-02-19,North,Home & Kitchen,In-Store,2,194.65
2024-02-19,North,Apparel,Online,3,225.29
2024-02-19,North,Electronics,Online,2,465.45
2024-02-19,South,Beauty,Online,2,152.07
2024-02-20,West,Home & Kitchen,In-Store,2,74.04
2024-02-20,West,Apparel,Online,2,30.94
2024-02-20,West,Electronics,In-Store,1,329.76
2024-02-20,East,Beauty,Online,6,80.2
2024-02-20,East,Sports & Outdoors,Online,1,80.07
2024-02-20,East,Home & Kitchen,Online,2,46.03
2024-02-20,East,Apparel,Online,4,287.87
2024-02-20,East,Electronics,In-Store,4,1582.55
2024-02-20,South,Home & Kitchen,Online,5,138.61
2024-02-20,South,Apparel,Online,1,51.41
2024-02-20,South,Electronics,Online,5,1140.36
2024-02-20,North,Home & Kitchen,In-Store,1,22.12
2024-02-20,North,Apparel,Online,4,38.81
2024-02-20,North,Electronics,Online,2,282.32
2024-02-20,South,Sports & Outdoors,In-Store,1,39.52
2024-02-21,East,Sports & Outdoors,In-Store,4,414.83
2024-02-21,West,Sports & Outdoors,Online,1,136.51
2024-02-21,West,Home & Kitchen,In-Store,1,105.48
2024-02-21,West,Apparel,Online,1,134.29
2024-02-21,West,Electronics,In-Store,3,1254.61
2024-02-21,East,Beauty,In-Store,3,206.6
2024-02-21,East,Home & Kitchen,Online,3,357.91
2024-02-21,East,Apparel,Online,3,197.24
2024-02-21,South,Beauty,Online,2,130.21
2024-02-21,South,Home & Kitchen,Online,1,115.84
2024-02-21,South,Apparel,In-Store,1,86.95
2024-02-21,North,Sports & Outdoors,Online,1,81.14
2024-02-21,North,Home & Kitchen,In-Store,1,167.71
2024-02-21,North,Apparel,In-Store,3,185.07
2024-02-21,North,Electronics,Online,4,1688.62
2024-02-21,East,Electronics,Online,5,1384.26
2024-02-22,East,Home & Kitchen,Online,9,235.02
2024-02-22,West,Sports & Outdoors,In-Store,1,25.38
2024-02-22,West,Electronics,In-Store,2,704.19
2024-02-22,East,Apparel,In-Store,2,23.38
2024-02-22,North,Electronics,Online,2,660.37
2024-02-22,South,Beauty,In-Store,2,156.59
2024-02-22,South,Home & Kitchen,Online,3,502.3
2024-02-22,South,Electronics,In-Store,1,407.92
2024-02-22,North,Home & Kitchen,Online,4,302.52
2024-02-22,North,Apparel,Online,1,85.34
2024-02-22,East,Electronics,Online,2,678.39
2024-02-23,West,Sports & Outdoors,Online,4,191.85
2024-02-23,West,Home & Kitchen,In-Store,1,57.75
2024-02-23,West,Electronics,In-Store,1,222.07
2024-02-23,East,Beauty,In-Store,2,28.98
2024-02-23,East,Apparel,Online,5,55.33
2024-02-23,South,Beauty,In-Store,3,177.72
2024-02-23,East,Electronics,Online,4,1581.95
2024-02-23,South,Home & Kitchen,Online,1,95.08
2024-02-23,South,Apparel,Online,1,80.27
2024-02-23,South,Electronics,Online,2,181.08
2024-02-23,North,Home & Kitchen,Online,7,808.08
2024-02-23,North,Electronics,Online,5,1511.01
2024-02-23,South,Sports & Outdoors,Online,2,60.69
2024-02-24,East,Apparel,Online,2,128.35
2024-02-24,East,Home & Kitchen,Online,3,365.89
2024-02-24,East,Sports & Outdoors,Online,3,93.17
2024-02-24,East,Beauty,Online,2,101.19
2024-02-24,West,Beauty,Online,3,93.13
2024-02-24,West,Apparel,In-Store,1,6.67
2024-02-24,West,Sports & Outdoors,Online,3,51.24
2024-02-24,West,Electronics,In-Store,2,366.08
2024-02-24,East,Electronics,Online,7,979.06
2024-02-24,South,Beauty,In-Store,2,138.61
2024-02-24,South,Home & Kitchen,Online,5,730.37
2024-02-24,South,Apparel,Online,4,167.66
2024-02-24,South,Electronics,In-Store,1,258.51
2024-02-24,North,Beauty,Online,2,87.75
2024-02-24,North,Sports & Outdoors,Online,3,187.61
2024-02-24,North,Home & Kitchen,Online,1,82.79
2024-02-24,North,Apparel,Online,1,72.09
2024-02-24,North,Electronics,In-Store,2,399.54
2024-02-25,West,Sports & Outdoors,In-Store,4,212.69
2024-02-25,West,Home & Kitchen,In-Store,3,142.71
2024-02-25,West,Apparel,Online,3,106.01
2024-02-25,East,Beauty,Online,5,168.71
2024-02-25,East,Home & Kitchen,In-Store,3,443.32
2024-02-25,East,Apparel,Online,7,400.92
2024-02-25,East,Electronics,Online,5,2116.23
2024-02-25,South,Home & Kitchen,In-Store,2,120.33
2024-02-25,South,Apparel,In-Store,1,39.85
2024-02-25,South,Electronics,Online,5,1893.79
2024-02-25,North,Beauty,Online,4,261.37
2024-02-25,North,Home & Kitchen,Online,4,140.61
2024-02-25,North,Apparel,In-Store,2,210.96
2024-02-25,North,Electronics,In-Store,7,1340.96
2024-02-25,South,Beauty,Online,2,11.62
2024-02-26,East,Sports & Outdoors,Online,2,9.38
2024-02-26,West,Home & Kitchen,Online,2,105.53
2024-02-26,West,Apparel,Online,3,143.7
2024-02-26,West,Electronics,In-Store,2,739.71
2024-02-26,East,Beauty,In-Store,2,1.18
2024-02-26,East,Home & Kitchen,Online,6,483.3
2024-02-26,East,Apparel,In-Store,1,21.71
2024-02-26,East,Electronics,Online,6,2413.15
2024-02-26,South,Beauty,Online,1,29.99
2024-02-26,South,Apparel,Online,1,76.07
2024-02-26,South,Electronics,Online,2,365.53
2024-02-26,North,Beauty,Online,4,174.06
2024-02-26,North,Sports & Outdoors,Online,3,126.52
2024-02-26,North,Home & Kitchen,In-Store,4,221.06
2024-02-26,North,Apparel,Online,5,166.56
2024-02-27,West,Beauty,Online,2,109.72
2024-02-27,West,Sports & Outdoors,Online,1,102.55
2024-02-27,West,Electronics,Online,1,193.96
2024-02-27,East,Beauty,In-Store,1,31.6
2024-02-27,East,Sports & Outdoors,In-Store,2,201.38
2024-02-27,East,Home & Kitchen,In-Store,5,231.68
2024-02-27,East,Electronics,In-Store,2,554.07
2024-02-27,East,Apparel,Online,2,56.52
2024-02-27,South,Home & Kitchen,Online,1,145.05
2024-02-27,South,Apparel,In-Store,2,156.1
2024-02-27,South,Electronics,Online,1,325.36
2024-02-27,North,Beauty,Online,4,269.44
2024-02-27,North,Sports & Outdoors,In-Store,4,144.44
2024-02-27,North,Apparel,In-Store,1,88.39
2024-02-27,South,Sports & Outdoors,In-Store,1,159.03
2024-02-28,East,Electronics,In-Store,4,1555.59
2024-02-28,East,Apparel,Online,4,178.9
2024-02-28,East,Home & Kitchen,Online,3,62.17
2024-02-28,East,Sports & Outdoors,Online,6,315.92
2024-02-28,West,Sports & Outdoors,In-Store,1,178.29
2024-02-28,West,Electronics,In-Store,2,258.1
2024-02-28,West,Home & Kitchen,Online,2,289.0
2024-02-28,West,Beauty,Online,2,120.98
2024-02-28,East,Beauty,In-Store,2,48.13
2024-02-28,South,Beauty,In-Store,1,101.34
2024-02-28,South,Apparel,Online,2,122.65
2024-02-28,South,Home & Kitchen,In-Store,2,241.62
2024-02-28,South,Electronics,Online,1,493.43
2024-02-28,North,Beauty,Online,3,147.27
2024-02-28,North,Sports & Outdoors,In-Store,1,89.01
2024-02-28,North,Home & Kitchen,Online,2,91.95
2024-02-28,North,Apparel,In-Store,1,25.07
2024-02-28,North,Electronics,In-Store,3,727.72
2024-02-28,South,Sports & Outdoors,In-Store,2,298.9
2024-02-29,West,Sports & Outdoors,Online,1,18.69
2024-02-29,West,Home & Kitchen,Online,3,265.63
2024-02-29,West,Electronics,Online,3,339.88
2024-02-29,East,Beauty,Online,1,64.32
2024-02-29,East,Sports & Outdoors,In-Store,2,160.23
2024-02-29,East,Home & Kitchen,Online,2,178.01
2024-02-29,North,Beauty,Online,4,98.88
2024-02-29,East,Electronics,Online,3,294.13
2024-02-29,South,Electronics,Online,2,296.53
2024-02-29,North,Sports & Outdoors,In-Store,1,130.83
2024-02-29,North,Home & Kitchen,In-Store,3,206.57
2024-02-29,North,Apparel,Online,4,286.98
2024-02-29,North,Electronics,Online,3,1100.39
2024-02-29,East,Apparel,In-Store,3,209.31
2024-03-01,East,Sports & Outdoors,In-Store,4,363.45
2024-03-01,West,Beauty,Online,2,12.0
2024-03-01,East,Beauty,Online,3,39.49
2024-03-01,East,Home & Kitchen,Online,6,539.01
2024-03-01,West,Apparel,Online,3,39.73
2024-03-01,West,Home & Kitchen,Online,2,231.66
2024-03-01,West,Sports & Outdoors,Online,2,107.69
2024-03-01,West,Electronics,Online,5,749.4
2024-03-01,East,Apparel,Online,6,429.97
2024-03-01,South,Apparel,In-Store,3,65.78
2024-03-01,South,Beauty,Online,3,52.32
2024-03-01,North,Electronics,Online,4,1769.22
2024-03-01,North,Apparel,In-Store,4,132.83
2024-03-01,North,Home & Kitchen,In-Store,2,302.47
2024-03-01,East,Electronics,In-Store,4,734.04
2024-03-01,North,Beauty,In-Store,1,70.72
2024-03-01,South,Electronics,Online,2,826.63
2024-03-01,South,Home & Kitchen,In-Store,2,310.63
2024-03-01,North,Sports & Outdoors,Online,5,148.83
2024-03-02,East,Electronics,Online,3,1188.19
2024-03-02,West,Sports & Outdoors,Online,1,109.41
2024-03-02,West,Home & Kitchen,Online,2,257.33
2024-03-02,West,Apparel,Online,2,160.61
2024-03-02,West,Electronics,In-Store,5,1013.96
2024-03-02,East,Home & Kitchen,Online,3,114.95
2024-03-02,East,Apparel,In-Store,3,100.63
2024-03-02,South,Beauty,Online,3,56.32
2024-03-02,South,Home & Kitchen,In-Store,1,85.29
2024-03-02,South,Apparel,In-Store,4,75.63
2024-03-02,South,Electronics,In-Store,2,696.77
2024-03-02,North,Beauty,In-Store,5,255.05
2024-03-02,North,Sports & Outdoors,Online,3,275.41
2024-03-02,North,Home & Kitchen,Online,2,239.18
2024-03-02,North,Apparel,In-Store,3,107.74
2024-03-02,North,Electronics,In-Store,1,365.36
2024-03-03,East,Sports & Outdoors,In-Store,1,105.47
2024-03-03,West,Beauty,In-Store,3,134.81
2024-03-03,West,Home & Kitchen,In-Store,2,35.51
2024-03-03,West,Apparel,In-Store,2,86.1
2024-03-03,West,Electronics,Online,3,1029.36
2024-03-03,East,Beauty,Online,3,201.34
2024-03-03,East,Apparel,In-Store,2,174.36
2024-03-03,East,Electronics,Online,8,1266.53
2024-03-03,South,Beauty,Online,3,95.78
2024-03-03,South,Sports & Outdoors,Online,2,164.87
2024-03-03,South,Home & Kitchen,In-Store,2,260.89
2024-03-03,North,Sports & Outdoors,In-Store,2,71.4
2024-03-03,North,Home & Kitchen,Online,4,490.8
2024-03-03,North,Electronics,Online,3,1125.76
2024-03-04,West,Beauty,Online,1,4.47
2024-03-04,West,Sports & Outdoors,Online,2,112.94
2024-03-04,West,Home & Kitchen,Online,1,11.58
2024-03-04,West,Apparel,In-Store,1,64.17
2024-03-04,East,Sports & Outdoors,In-Store,1,78.52
2024-03-04,East,Home & Kitchen,Online,3,233.02
2024-03-04,East,Apparel,Online,2,161.83
2024-03-04,East,Electronics,Online,4,645.24
2024-03-04,South,Home & Kitchen,In-Store,1,151.53
2024-03-04,South,Apparel,Online,1,113.96
2024-03-04,South,Electronics,In-Store,3,425.59
2024-03-04,North,Beauty,Online,1,47.19
2024-03-04,North,Sports & Outdoors,Online,2,220.11
2024-03-04,North,Home & Kitchen,Online,5,397.27
2024-03-04,North,Apparel,In-Store,2,27.26
2024-03-04,North,Electronics,In-Store,1,157.6
2024-03-04,South,Beauty,Online,3,149.53
2024-03-05,East,Apparel,Online,6,523.4
2024-03-05,West,Sports & Outdoors,In-Store,1,53.76
2024-03-05,West,Apparel,Online,2,131.32
2024-03-05,West,Electronics,Online,1,299.75
2024-03-05,West,Beauty,Online,3,103.86
2024-03-05,East,Home & Kitchen,Online,2,249.69
2024-03-05,East,Electronics,In-Store,5,969.14
2024-03-05,South,Electronics,Online,3,860.09
2024-03-05,South,Sports & Outdoors,Online,1,115.09
2024-03-05,North,Electronics,In-Store,3,605.92
2024-03-05,North,Apparel,Online,1,48.27
2024-03-05,South,Beauty,In-Store,1,126.4
2024-03-05,South,Apparel,In-Store,1,113.48
2024-03-05,South,Home & Kitchen,Online,3,195.47
2024-03-05,North,Beauty,Online,3,69.56
2024-03-06,West,Beauty,Online,1,60.64
2024-03-06,West,Home & Kitchen,In-Store,2,82.66
2024-03-06,West,Apparel,In-Store,4,216.46
2024-03-06,West,Electronics,Online,2,704.43
2024-03-06,East,Beauty,Online,1,81.44
2024-03-06,East,Sports & Outdoors,Online,2,100.63
2024-03-06,East,Home & Kitchen,Online,3,316.83
2024-03-06,South,Sports & Outdoors,Online,2,164.6
2024-03-06,East,Apparel,In-Store,7,494.02
2024-03-06,South,Apparel,In-Store,2,47.0
2024-03-06,South,Electronics,Online,2,558.84
2024-03-06,North,Beauty,Online,4,71.84
2024-03-06,North,Sports & Outdoors,Online,3,274.67
2024-03-06,North,Home & Kitchen,Online,4,169.02
2024-03-06,North,Apparel,Online,6,234.03
2024-03-06,North,Electronics,Online,1,164.18
2024-03-06,South,Home & Kitchen,Online,2,217.97
2024-03-07,West,Home & Kitchen,Online,2,196.68
2024-03-07,West,Electronics,In-Store,1,347.41
2024-03-07,East,Apparel,Online,7,195.78
2024-03-07,East,Electronics,Online,2,626.45
2024-03-07,North,Home & Kitchen,Online,5,275.98
2024-03-07,North,Apparel,Online,1,14.57
2024-03-07,North,Electronics,In-Store,6,1923.16
2024-03-07,South,Home & Kitchen,In-Store,1,15.16
2024-03-08,West,Sports & Outdoors,Online,3,385.63
2024-03-08,West,Home & Kitchen,In-Store,1,148.8
2024-03-08,West,Apparel,Online,4,334.17
2024-03-08,West,Electronics,In-Store,6,1315.11
2024-03-08,East,Beauty,Online,2,24.62
2024-03-08,East,Home & Kitchen,Online,2,57.18
2024-03-08,East,Electronics,Online,4,1679.79
2024-03-08,East,Apparel,In-Store,4,270.28
2024-03-08,South,Sports & Outdoors,Online,2,166.29
2024-03-08,South,Apparel,In-Store,2,53.94
2024-03-08,South,Electronics,In-Store,2,175.11
2024-03-08,North,Beauty,Online,4,84.01
2024-03-08,North,Sports & Outdoors,Online,3,34.04
2024-03-08,North,Home & Kitchen,Online,1,26.14
2024-03-08,North,Electronics,In-Store,4,783.09
2024-03-08,South,Beauty,In-Store,1,55.89
2024-03-09,East,Home & Kitchen,In-Store,3,223.03
2024-03-09,West,Sports & Outdoors,Online,3,171.41
2024-03-09,West,Home & Kitchen,Online,3,262.06
2024-03-09,West,Electronics,Online,3,618.17
2024-03-09,East,Sports & Outdoors,In-Store,2,113.52
2024-03-09,West,Beauty,Online,1,3.19
2024-03-09,South,Beauty,Online,4,155.71
2024-03-09,South,Apparel,Online,4,113.86
2024-03-09,South,Electronics,In-Store,1,397.41
2024-03-09,North,Beauty,Online,2,126.94
2024-03-09,North,Sports & Outdoors,Online,3,385.1
2024-03-09,North,Apparel,Online,2,184.85
2024-03-09,North,Electronics,Online,3,788.17
2024-03-09,East,Electronics,In-Store,3,211.48
2024-03-10,East,Electronics,Online,3,448.95
2024-03-10,West,Home & Kitchen,Online,8,918.92
2024-03-10,West,Apparel,Online,3,77.29
2024-03-10,East,Beauty,In-Store,3,195.61
2024-03-10,East,Sports & Outdoors,Online,4,523.89
2024-03-10,South,Sports & Outdoors,In-Store,3,118.82
2024-03-10,North,Home & Kitchen,Online,3,167.43
2024-03-10,South,Apparel,Online,4,211.84
2024-03-10,South,Electronics,Online,2,880.32
2024-03-10,North,Sports & Outdoors,In-Store,1,76.78
2024-03-10,North,Apparel,Online,2,89.11
2024-03-10,North,Electronics,Online,6,2381.06
2024-03-10,South,Home & Kitchen,In-Store,2,115.0
2024-03-11,West,Beauty,In-Store,1,66.4
2024-03-11,West,Sports & Outdoors,Online,1,34.34
2024-03-11,West,Home & Kitchen,Online,3,429.99
2024-03-11,West,Electronics,In-Store,2,887.09
2024-03-11,East,Beauty,Online,1,188.35
2024-03-11,East,Sports & Outdoors,In-Store,3,339.74
2024-03-11,East,Home & Kitchen,In-Store,1,280.13
2024-03-11,East,Apparel,Online,6,650.33
2024-03-11,South,Beauty,In-Store,3,72.4
2024-03-11,East,Electronics,In-Store,6,1411.22
2024-03-11,North,Electronics,In-Store,5,808.93
2024-03-11,South,Home & Kitchen,In-Store,1,39.99
2024-03-11,South,Apparel,In-Store,1,72.33
2024-03-11,South,Electronics,In-Store,1,277.7
2024-03-11,North,Beauty,In-Store,1,101.06
2024-03-11,North,Sports & Outdoors,Online,2,234.09
2024-03-11,North,Home & Kitchen,Online,2,243.81
2024-03-11,North,Apparel,Online,5,270.32
2024-03-11,South,Sports & Outdoors,Online,2,255.22
2024-03-12,East,Beauty,In-Store,4,214.98
2024-03-12,West,Electronics,Online,4,1089.84
2024-03-12,West,Apparel,In-Store,1,92.72
2024-03-12,East,Sports & Outdoors,Online,2,143.07
2024-03-12,West,Sports & Outdoors,In-Store,3,313.76
2024-03-12,West,Beauty,Online,1,106.97
2024-03-12,West,Home & Kitchen,In-Store,2,231.04
2024-03-12,East,Apparel,In-Store,2,170.76
2024-03-12,East,Home & Kitchen,Online,4,404.47
2024-03-12,East,Electronics,In-Store,4,1121.92
2024-03-12,South,Sports & Outdoors,Online,3,173.37
2024-03-12,South,Home & Kitchen,Online,2,75.09
2024-03-12,South,Electronics,In-Store,4,725.84
2024-03-12,North,Beauty,In-Store,2,29.19
2024-03-12,North,Sports & Outdoors,Online,4,238.37
2024-03-12,North,Home & Kitchen,Online,2,92.9
2024-03-12,North,Apparel,Online,4,35.52
2024-03-13,East,Home & Kitchen,In-Store,5,770.53
2024-03-13,East,Sports & Outdoors,In-Store,7,528.8
2024-03-13,East,Beauty,Online,3,153.74
2024-03-13,West,Electronics,Online,3,992.97
2024-03-13,East,Electronics,Online,5,1611.51
2024-03-13,West,Home & Kitchen,In-Store,2,103.89
2024-03-13,West,Sports & Outdoors,In-Store,1,101.46
2024-03-13,East,Apparel,Online,3,234.48
2024-03-13,West,Apparel,Online,3,120.36
2024-03-13,West,Beauty,Online,2,46.75
2024-03-13,South,Home & Kitchen,In-Store,1,112.21
2024-03-13,South,Sports & Outdoors,Online,1,14.95
2024-03-13,South,Apparel,In-Store,4,79.23
2024-03-13,South,Electronics,Online,3,402.33
2024-03-13,North,Beauty,Online,2,101.6
2024-03-13,North,Sports & Outdoors,Online,2,192.37
2024-03-13,North,Apparel,Online,3,227.35
2024-03-13,North,Electronics,In-Store,3,1343.84
2024-03-13,South,Beauty,Online,2,84.06
2024-03-14,East,Beauty,Online,2,40.62
2024-03-14,East,Sports & Outdoors,Online,1,49.29
2024-03-14,West,Electronics,Online,3,466.16
2024-03-14,East,Electronics,Online,4,834.98
2024-03-14,West,Sports & Outdoors,Online,4,224.37
2024-03-14,West,Beauty,Online,1,17.97
2024-03-14,West,Home & Kitchen,In-Store,3,156.5
2024-03-14,South,Beauty,Online,1,42.61
2024-03-14,South,Electronics,In-Store,4,1465.11
2024-03-14,South,Home & Kitchen,Online,3,432.48
2024-03-14,North,Electronics,Online,2,332.88
2024-03-14,North,Apparel,In-Store,1,50.71
2024-03-14,North,Home & Kitchen,Online,3,360.52
2024-03-14,South,Sports & Outdoors,In-Store,4,106.93
2024-03-14,South,Apparel,In-Store,2,87.94
2024-03-14,North,Sports & Outdoors,Online,3,168.55
2024-03-15,East,Sports & Outdoors,In-Store,3,89.4
2024-03-15,West,Sports & Outdoors,Online,4,473.2
2024-03-15,West,Home & Kitchen,In-Store,1,88.23
2024-03-15,West,Apparel,Online,2,137.54
2024-03-15,West,Electronics,Online,4,1196.88
2024-03-15,East,Apparel,Online,3,187.3
2024-03-15,East,Electronics,Online,5,2130.98
2024-03-15,South,Beauty,Online,2,57.02
2024-03-15,South,Sports & Outdoors,In-Store,3,55.71
2024-03-15,South,Apparel,In-Store,3,87.75
2024-03-15,South,Electronics,Online,5,578.25
2024-03-15,North,Sports & Outdoors,Online,4,243.17
2024-03-15,North,Home & Kitchen,Online,2,217.23
2024-03-15,North,Apparel,In-Store,5,355.24
2024-03-15,North,Electronics,Online,4,1180.28
2024-03-16,West,Sports & Outdoors,Online,2,105.27
2024-03-16,West,Apparel,Online,4,248.69
2024-03-16,East,Beauty,In-Store,1,86.99
2024-03-16,East,Sports & Outdoors,In-Store,3,385.71
2024-03-16,East,Home & Kitchen,Online,5,606.81
2024-03-16,East,Apparel,Online,2,209.23
2024-03-16,East,Electronics,Online,9,3523.76
2024-03-16,West,Beauty,In-Store,2,124.27
2024-03-16,South,Home & Kitchen,Online,2,102.22
2024-03-16,South,Electronics,In-Store,4,737.18
2024-03-16,North,Beauty,Online,4,81.27
2024-03-16,North,Sports & Outdoors,Online,3,192.85
2024-03-16,North,Home & Kitchen,Online,4,276.7
2024-03-16,North,Apparel,Online,4,76.94
2024-03-16,North,Electronics,In-Store,8,2860.52
2024-03-16,South,Sports & Outdoors,Online,2,129.02
2024-03-17,West,Beauty,Online,5,158.24
2024-03-17,West,Sports & Outdoors,Online,3,243.5
2024-03-17,West,Home & Kitchen,Online,1,151.01
2024-03-17,West,Apparel,In-Store,6,330.91
2024-03-17,East,Sports & Outdoors,In-Store,4,302.69
2024-03-17,East,Home & Kitchen,Online,7,468.46
2024-03-17,East,Apparel,Online,8,415.78
2024-03-17,South,Electronics,Online,8,908.55
2024-03-17,North,Sports & Outdoors,Online,1,3.82
2024-03-17,North,Home & Kitchen,In-Store,4,37.97
2024-03-17,East,Electronics,Online,4,706.74
2024-03-18,East,Apparel,In-Store,1,100.82
2024-03-18,West,Sports & Outdoors,Online,4,350.03
2024-03-18,West,Home & Kitchen,In-Store,3,117.15
2024-03-18,West,Apparel,Online,1,26.59
2024-03-18,East,Beauty,Online,1,84.11
2024-03-18,East,Sports & Outdoors,Online,2,251.64
2024-03-18,East,Home & Kitchen,Online,2,334.34
2024-03-18,East,Electronics,Online,7,2799.77
2024-03-18,West,Electronics,Online,1,307.62
2024-03-18,South,Home & Kitchen,Online,4,180.77
2024-03-18,North,Apparel,Online,2,93.96
2024-03-18,North,Home & Kitchen,In-Store,4,245.88
2024-03-18,South,Beauty,Online,2,12.62
2024-03-18,North,Electronics,In-Store,2,409.69
2024-03-18,North,Beauty,Online,2,149.97
2024-03-18,South,Electronics,Online,1,111.67
2024-03-18,South,Apparel,Online,3,211.34
2024-03-18,North,Sports & Outdoors,In-Store,1,137.0
2024-03-19,East,Sports & Outdoors,Online,3,84.42
2024-03-19,West,Beauty,Online,1,56.98
2024-03-19,West,Sports & Outdoors,Online,1,47.29
2024-03-19,West,Home & Kitchen,Online,1,143.03
2024-03-19,West,Apparel,Online,6,273.05
2024-03-19,West,Electronics,Online,3,951.09
2024-03-19,East,Beauty,Online,1,9.15
2024-03-19,East,Home & Kitchen,Online,2,179.62
2024-03-19,South,Beauty,Online,1,99.33
2024-03-19,South,Electronics,Online,3,1374.74
2024-03-19,North,Beauty,In-Store,1,49.93
2024-03-19,North,Sports & Outdoors,In-Store,1,58.35
2024-03-19,North,Home & Kitchen,Online,2,143.34
2024-03-19,North,Apparel,Online,5,443.45
2024-03-19,North,Electronics,Online,3,329.73
2024-03-19,East,Electronics,Online,5,897.48
2024-03-20,East,Electronics,In-Store,9,2929.98
2024-03-20,West,Home & Kitchen,In-Store,3,349.8
2024-03-20,West,Electronics,In-Store,3,481.51
2024-03-20,East,Beauty,Online,1,89.45
2024-03-20,East,Home & Kitchen,In-Store,2,286.57
2024-03-20,East,Apparel,Online,5,112.52
2024-03-20,South,Sports & Outdoors,In-Store,1,78.57
2024-03-20,West,Apparel,In-Store,3,74.92
2024-03-20,South,Apparel,In-Store,2,63.39
2024-03-20,South,Electronics,In-Store,3,569.26
2024-03-20,North,Home & Kitchen,Online,1,118.05
2024-03-20,North,Apparel,In-Store,2,158.75
2024-03-20,North,Electronics,In-Store,1,429.19
2024-03-20,South,Home & Kitchen,Online,2,277.88
2024-03-21,West,Beauty,Online,4,279.06
2024-03-21,West,Home & Kitchen,In-Store,2,280.64
2024-03-21,West,Electronics,Online,1,181.06
2024-03-21,East,Sports & Outdoors,Online,3,79.53
2024-03-21,East,Home & Kitchen,Online,3,304.52
2024-03-21,East,Apparel,Online,3,175.25
2024-03-21,East,Electronics,Online,3,1270.06
2024-03-21,West,Sports & Outdoors,Online,2,85.02
2024-03-21,South,Sports & Outdoors,Online,3,99.46
2024-03-21,South,Apparel,Online,3,270.43
2024-03-21,South,Electronics,Online,1,189.52
2024-03-21,North,Beauty,Online,3,215.64
2024-03-21,North,Sports & Outdoors,In-Store,1,112.04
2024-03-21,North,Apparel,Online,1,106.72
2024-03-21,North,Electronics,Online,4,1416.69
2024-03-21,South,Beauty,Online,3,200.67
2024-03-22,West,Beauty,Online,1,44.57
2024-03-22,West,Apparel,In-Store,3,195.11
2024-03-22,West,Electronics,In-Store,3,1205.97
2024-03-22,East,Beauty,In-Store,5,153.72
2024-03-22,East,Home & Kitchen,Online,2,88.71
2024-03-22,East,Electronics,Online,2,695.1
2024-03-22,South,Beauty,Online,1,68.16
2024-03-22,South,Electronics,In-Store,1,353.65
2024-03-22,North,Beauty,In-Store,3,78.78
2024-03-22,North,Home & Kitchen,Online,4,174.22
2024-03-22,North,Apparel,Online,2,178.48
2024-03-22,North,Electronics,Online,2,631.96
2024-03-22,South,Apparel,Online,4,204.36
2024-03-23,East,Home & Kitchen,In-Store,1,170.84
2024-03-23,West,Sports & Outdoors,Online,3,311.46
2024-03-23,West,Home & Kitchen,Online,3,407.32
2024-03-23,West,Beauty,In-Store,2,46.73
2024-03-23,West,Apparel,In-Store,2,93.33
2024-03-23,East,Beauty,In-Store,6,295.79
2024-03-23,East,Sports & Outdoors,Online,4,326.54
2024-03-23,East,Apparel,In-Store,4,304.16
2024-03-23,North,Home & Kitchen,In-Store,3,257.96
2024-03-23,South,Sports & Outdoors,Online,3,335.58
2024-03-23,North,Electronics,In-Store,2,476.37
2024-03-23,North,Apparel,Online,6,117.31
2024-03-23,East,Electronics,Online,2,919.66
2024-03-23,South,Electronics,In-Store,5,1146.16
